id,NAME,Address,District,Test Type,geometry,FullAddress
318,NSS Medical Mission Hospital,NSS Medical Mission Hospital  Pandalam  Pathanamthitta,Pathanamthitta,ANTIGEN,POINT(76.678327 9.2251851),NSS Medical Mission Hospital  Pandalam  Pathanamthitta  Pathanamthitta
319,Mount Zion medical college and,Mount Zion medical college and,Pathanamthitta,ANTIGEN,POINT(76.760051 9.32765),Mount Zion medical college and  Pathanamthitta
319,Mount Zion medical college and,Mount Zion medical college and,Pathanamthitta,ANTIGEN,POINT(76.760051 9.32765),Mount Zion medical college and  Pathanamthitta
320,Tiruvalla Medical Mission,Tiruvalla Medical Mission  Pathanamthitta,Pathanamthitta,ANTIGEN,POINT(76.79849 9.424171),Tiruvalla Medical Mission  Pathanamthitta  Pathanamthitta
320,Tiruvalla Medical Mission,Tiruvalla Medical Mission  Pathanamthitta,Pathanamthitta,ANTIGEN,POINT(76.79849 9.424171),Tiruvalla Medical Mission  Pathanamthitta  Pathanamthitta
321,St Vincent Hospital,St Vincent Hospital  Thuvayoor  Kadampanad  Pathanamthitta,Pathanamthitta,ANTIGEN,POINT(76.696055 9.104044),St Vincent Hospital  Thuvayoor  Kadampanad  Pathanamthitta  Pathanamthitta
321,St Vincent Hospital,St Vincent Hospital  Thuvayoor  Kadampanad  Pathanamthitta,Pathanamthitta,ANTIGEN,POINT(76.696055 9.104044),St Vincent Hospital  Thuvayoor  Kadampanad  Pathanamthitta  Pathanamthitta
322,GG Hospital,GG Hospital  Murinjapalam  Medical College PO,Pathanamthitta,ANTIGEN,POINT( 76.9332917 8.5157889 ),GG Hospital  Murinjapalam  Medical College PO
323,PRS Hospital,PRS Hospital  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.9592286 8.4811163),PRS Hospital  Trivandrum  Thiruvananthapuram
323,PRS Hospital,PRS Hospital  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.9592286 8.4811163),PRS Hospital  Trivandrum  Thiruvananthapuram
324,Saraswathy Hospital,Saraswathy Hospital  Parassala  TVM,Thiruvananthapuram,ANTIGEN,POINT(77.148511 8.348671),Saraswathy Hospital  Parassala  TVM  Thiruvananthapuram
324,Saraswathy Hospital,Saraswathy Hospital  Parassala  TVM,Thiruvananthapuram,ANTIGEN,POINT(77.148511 8.348671),Saraswathy Hospital  Parassala  TVM  Thiruvananthapuram
325,Attukal Devi Institute of Medical Sciences Ltd,Attukal Devi Institute of Medical Sciences Ltd  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.819351 8.691581),Attukal Devi Institute of Medical Sciences Ltd  Trivandrum  Thiruvananthapuram
325,Attukal Devi Institute of Medical Sciences Ltd,Attukal Devi Institute of Medical Sciences Ltd  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.819351 8.691581),Attukal Devi Institute of Medical Sciences Ltd  Trivandrum  Thiruvananthapuram
326,SUT Hospital,SUT Hospital  Pattom,Thiruvananthapuram,ANTIGEN,POINT(76.9411347008867 8.5171396),SUT Hospital  Pattom  Thiruvananthapuram
326,SUT Hospital,SUT Hospital  Pattom,Thiruvananthapuram,ANTIGEN,POINT(76.9411347008867 8.5171396),SUT Hospital  Pattom  Thiruvananthapuram
327,DDRC,DDRC  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(77.036164 8.4900967),DDRC  Trivandrum  Thiruvananthapuram
327,DDRC,DDRC  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(77.036164 8.4900967),DDRC  Trivandrum  Thiruvananthapuram
328,KIMS Trivandrum,KIMS Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.909322113257 8.51365695),KIMS Trivandrum  Thiruvananthapuram
328,KIMS Trivandrum,KIMS Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.909322113257 8.51365695),KIMS Trivandrum  Thiruvananthapuram
329,S P Mutispeciality Hospitals PVT LTD,S P Mutispeciality Hospitals PVT LTD  Parassala ,Thiruvananthapuram,ANTIGEN,POINT( 77.1519889 8.3438972 ),S P Mutispeciality Hospitals PVT LTD  Parassala 
330,Amar Maternity & Fertility Centre Attingal,Amar Maternity & Fertility Centre Attingal  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(76.8145453 8.7000589),Amar Maternity & Fertility Centre Attingal  Thiruvananthapuram  Thiruvananthapuram
330,Amar Maternity & Fertility Centre Attingal,Amar Maternity & Fertility Centre Attingal  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(76.8145453 8.7000589),Amar Maternity & Fertility Centre Attingal  Thiruvananthapuram  Thiruvananthapuram
331,Sree Gokulam Medical College,Sree Gokulam Medical College  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.914074 8.691694),Sree Gokulam Medical College  Trivandrum  Thiruvananthapuram
331,Sree Gokulam Medical College,Sree Gokulam Medical College  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.914074 8.691694),Sree Gokulam Medical College  Trivandrum  Thiruvananthapuram
332,Dr. SMCSI Medical College and Hospital,Dr. SMCSI Medical College and Hospital  Karakonam ,Thiruvananthapuram,ANTIGEN,POINT(77.173345 8.389273),Dr. SMCSI Medical College and Hospital  Karakonam   Thiruvananthapuram
332,Dr. SMCSI Medical College and Hospital,Dr. SMCSI Medical College and Hospital  Karakonam ,Thiruvananthapuram,ANTIGEN,POINT(77.173345 8.389273),Dr. SMCSI Medical College and Hospital  Karakonam   Thiruvananthapuram
333,Jubilee Hospital,Jubilee Hospital  Palayam Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.9523084 8.5019965),Jubilee Hospital  Palayam Trivandrum  Thiruvananthapuram
333,Jubilee Hospital,Jubilee Hospital  Palayam Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.9523084 8.5019965),Jubilee Hospital  Palayam Trivandrum  Thiruvananthapuram
334,AL- ARIF HOSPITAL,AL- ARIF HOSPITAL  Ambalathara  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(76.899729 8.715768),AL- ARIF HOSPITAL  Ambalathara  Thiruvananthapuram  Thiruvananthapuram
334,AL- ARIF HOSPITAL,AL- ARIF HOSPITAL  Ambalathara  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(76.899729 8.715768),AL- ARIF HOSPITAL  Ambalathara  Thiruvananthapuram  Thiruvananthapuram
335,Santhwana Hospital PVT LTD,Santhwana Hospital PVT LTD Peroorkada.P.O  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(76.959502 8.532185),Santhwana Hospital PVT LTD Peroorkada.P.O  Thiruvananthapuram  Thiruvananthapuram
335,Santhwana Hospital PVT LTD,Santhwana Hospital PVT LTD Peroorkada.P.O  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(76.959502 8.532185),Santhwana Hospital PVT LTD Peroorkada.P.O  Thiruvananthapuram  Thiruvananthapuram
336,NIMS Medicity,NIMS Medicity  Neyyattinkara  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT( 77.0659194 8.4122194 ),NIMS Medicity  Neyyattinkara  Thiruvananthapuram
337,Cosmopolitan Hospitals Pvt Ltd,Cosmopolitan Hospitals Pvt Ltd  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT( 76.9355778 8.5156194 ),Cosmopolitan Hospitals Pvt Ltd  Trivandrum
338,Pran Fertility And Well Woman Centre( P Ltd,Pran Fertility And Well Woman Centre( P Ltd  Kumarapuram  Medical college P.O  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.94749 8.505766),Pran Fertility And Well Woman Centre( P Ltd  Kumarapuram  Medical college P.O  Trivandrum  Thiruvananthapuram
338,Pran Fertility And Well Woman Centre( P Ltd,Pran Fertility And Well Woman Centre( P Ltd  Kumarapuram  Medical college P.O  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.94749 8.505766),Pran Fertility And Well Woman Centre( P Ltd  Kumarapuram  Medical college P.O  Trivandrum  Thiruvananthapuram
339,KTCT Hospital,KTCT Hospital Chathampara Thottakadu PO Kallambalam  Tvm,Thiruvananthapuram,ANTIGEN,POINT(76.94749 8.505766),KTCT Hospital Chathampara Thottakadu PO Kallambalam  Tvm  Thiruvananthapuram
339,KTCT Hospital,KTCT Hospital Chathampara Thottakadu PO Kallambalam  Tvm,Thiruvananthapuram,ANTIGEN,POINT(76.94749 8.505766),KTCT Hospital Chathampara Thottakadu PO Kallambalam  Tvm  Thiruvananthapuram
340,Devi scans pvt Ltd,Devi scans pvt Ltd  Kumarapuram Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(77.045034 8.589699),Devi scans pvt Ltd  Kumarapuram Trivandrum  Thiruvananthapuram
340,Devi scans pvt Ltd,Devi scans pvt Ltd  Kumarapuram Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(77.045034 8.589699),Devi scans pvt Ltd  Kumarapuram Trivandrum  Thiruvananthapuram
341,Meditrina Hospital,Meditrina Hospital  Pattom  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.9442242 8.5155146),Meditrina Hospital  Pattom  Trivandrum  Thiruvananthapuram
341,Meditrina Hospital,Meditrina Hospital  Pattom  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.9442242 8.5155146),Meditrina Hospital  Pattom  Trivandrum  Thiruvananthapuram
342,SP Fort Hospital,SP Fort Hospital  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.9415782 8.4846824),SP Fort Hospital  Trivandrum  Thiruvananthapuram
342,SP Fort Hospital,SP Fort Hospital  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.9415782 8.4846824),SP Fort Hospital  Trivandrum  Thiruvananthapuram
343,Metro Scans and Laboratory,Metro Scans and Laboratory  Medical College PO  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT( 76.9284639 8.5253250 ),Metro Scans and Laboratory  Medical College PO  Trivandrum
344,Ananthapuri Hospitals & Research Institute,Ananthapuri Hospitals & Research Institute  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.9607718 8.5504074),Ananthapuri Hospitals & Research Institute  Trivandrum  Thiruvananthapuram
344,Ananthapuri Hospitals & Research Institute,Ananthapuri Hospitals & Research Institute  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.9607718 8.5504074),Ananthapuri Hospitals & Research Institute  Trivandrum  Thiruvananthapuram
345,Hind labs Diagnostic Centre and Polyclinic,Hind labs Diagnostic Centre and Polyclinic  TRIDA Complex  Medical College PO  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT( 76.9296722 8.5227417 ),Hind labs Diagnostic Centre and Polyclinic  TRIDA Complex  Medical College PO  Trivandrum
346,Kalyan Hospital,Kalyan Hospital  Aryasala  Manacaud P O  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(77.030276 8.432156),Kalyan Hospital  Aryasala  Manacaud P O  Thiruvananthapuram  Thiruvananthapuram
346,Kalyan Hospital,Kalyan Hospital  Aryasala  Manacaud P O  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(77.030276 8.432156),Kalyan Hospital  Aryasala  Manacaud P O  Thiruvananthapuram  Thiruvananthapuram
347,KJK HOSPITAL AND RESEARCH CENTRE,KJK HOSPITAL AND RESEARCH CENTRE  SHAWALLACE LANE  NALANCHIRA   TRIVANDRUM,Thiruvananthapuram,ANTIGEN,POINT(77.045034 8.589699),KJK HOSPITAL AND RESEARCH CENTRE  SHAWALLACE LANE  NALANCHIRA   TRIVANDRUM  Thiruvananthapuram
347,KJK HOSPITAL AND RESEARCH CENTRE,KJK HOSPITAL AND RESEARCH CENTRE  SHAWALLACE LANE  NALANCHIRA   TRIVANDRUM,Thiruvananthapuram,ANTIGEN,POINT(77.045034 8.589699),KJK HOSPITAL AND RESEARCH CENTRE  SHAWALLACE LANE  NALANCHIRA   TRIVANDRUM  Thiruvananthapuram
348,Nirmala Hospital,Nirmala Hospital  Karikakom PO  ,Thiruvananthapuram,ANTIGEN,POINT(76.897664 8.497517),Nirmala Hospital  Karikakom PO    Thiruvananthapuram
348,Nirmala Hospital,Nirmala Hospital  Karikakom PO  ,Thiruvananthapuram,ANTIGEN,POINT(76.897664 8.497517),Nirmala Hospital  Karikakom PO    Thiruvananthapuram
349,Sree Ramakrishna Ashrama Charitable Hospital,Sree Ramakrishna Ashrama Charitable Hospital  Sasthamangalam,Thiruvananthapuram,ANTIGEN,POINT(76.974445 8.512947),Sree Ramakrishna Ashrama Charitable Hospital  Sasthamangalam  Thiruvananthapuram
349,Sree Ramakrishna Ashrama Charitable Hospital,Sree Ramakrishna Ashrama Charitable Hospital  Sasthamangalam,Thiruvananthapuram,ANTIGEN,POINT(76.974445 8.512947),Sree Ramakrishna Ashrama Charitable Hospital  Sasthamangalam  Thiruvananthapuram
350,Sivagiri Sree Narayana Medical Mission Hospital,Sivagiri Sree Narayana Medical Mission Hospital  Varkala Puthenchantha,Thiruvananthapuram,ANTIGEN,POINT(76.733477 8.729605),Sivagiri Sree Narayana Medical Mission Hospital  Varkala Puthenchantha  Thiruvananthapuram
350,Sivagiri Sree Narayana Medical Mission Hospital,Sivagiri Sree Narayana Medical Mission Hospital  Varkala Puthenchantha,Thiruvananthapuram,ANTIGEN,POINT(76.733477 8.729605),Sivagiri Sree Narayana Medical Mission Hospital  Varkala Puthenchantha  Thiruvananthapuram
351,SUT Royale Hospital,SUT Royale Hospital  Ulloor  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.929356 8.538355),SUT Royale Hospital  Ulloor  Trivandrum  Thiruvananthapuram
351,SUT Royale Hospital,SUT Royale Hospital  Ulloor  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.929356 8.538355),SUT Royale Hospital  Ulloor  Trivandrum  Thiruvananthapuram
352,Neyyar Medicity,Neyyar Medicity  Kattakada,Thiruvananthapuram,ANTIGEN,POINT(77.0698428 8.5015783),Neyyar Medicity  Kattakada  Thiruvananthapuram
352,Neyyar Medicity,Neyyar Medicity  Kattakada,Thiruvananthapuram,ANTIGEN,POINT(77.0698428 8.5015783),Neyyar Medicity  Kattakada  Thiruvananthapuram
353,RK Hospital,RK Hospital  Manacaud  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.947459 8.474222),RK Hospital  Manacaud  Trivandrum  Thiruvananthapuram
353,RK Hospital,RK Hospital  Manacaud  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.947459 8.474222),RK Hospital  Manacaud  Trivandrum  Thiruvananthapuram
354,SK Hospital,SK Hospital  Edappazhinji  Pangode  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(76.971088 8.505529),SK Hospital  Edappazhinji  Pangode  Thiruvananthapuram  Thiruvananthapuram
354,SK Hospital,SK Hospital  Edappazhinji  Pangode  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(76.971088 8.505529),SK Hospital  Edappazhinji  Pangode  Thiruvananthapuram  Thiruvananthapuram
355,Leela Ravi Hospital,Leela Ravi Hospital  Venjaramoodu Po  Tvm,Thiruvananthapuram,ANTIGEN,POINT(76.910568 8.675931),Leela Ravi Hospital  Venjaramoodu Po  Tvm  Thiruvananthapuram
355,Leela Ravi Hospital,Leela Ravi Hospital  Venjaramoodu Po  Tvm,Thiruvananthapuram,ANTIGEN,POINT(76.910568 8.675931),Leela Ravi Hospital  Venjaramoodu Po  Tvm  Thiruvananthapuram
356,Doctors Advanced Diagnostics,Doctors Advanced Diagnostics  Kumarapuram Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(77.045034 8.589699),Doctors Advanced Diagnostics  Kumarapuram Trivandrum  Thiruvananthapuram
356,Doctors Advanced Diagnostics,Doctors Advanced Diagnostics  Kumarapuram Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(77.045034 8.589699),Doctors Advanced Diagnostics  Kumarapuram Trivandrum  Thiruvananthapuram
357,Sushrutha Medical Centre,Sushrutha Medical Centre  Pothencode  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.966562 8.542186),Sushrutha Medical Centre  Pothencode  Trivandrum  Thiruvananthapuram
357,Sushrutha Medical Centre,Sushrutha Medical Centre  Pothencode  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.966562 8.542186),Sushrutha Medical Centre  Pothencode  Trivandrum  Thiruvananthapuram
358,MDC SCANS AND LABORATORY,MDC SCANS AND LABORATORY  PAMPPORETH TOWER  PAZHAYA ROAD MEDICAL COLLEGE P O  THIRUVANANTHAPURAM,Thiruvananthapuram,ANTIGEN,POINT(76.929562 8.509097),MDC SCANS AND LABORATORY  PAMPPORETH TOWER  PAZHAYA ROAD MEDICAL COLLEGE P O  THIRUVANANTHAPURAM  Thiruvananthapuram
358,MDC SCANS AND LABORATORY,MDC SCANS AND LABORATORY  PAMPPORETH TOWER  PAZHAYA ROAD MEDICAL COLLEGE P O  THIRUVANANTHAPURAM,Thiruvananthapuram,ANTIGEN,POINT(76.929562 8.509097),MDC SCANS AND LABORATORY  PAMPPORETH TOWER  PAZHAYA ROAD MEDICAL COLLEGE P O  THIRUVANANTHAPURAM  Thiruvananthapuram
359,Daya General Hospital Limited,Daya General Hospital Limited Shornur Road  Near Viyyur Bridge  Thrissur-22,Thiruvananthapuram,ANTIGEN,POINT( 76.2146222 10.5461028 ),Daya General Hospital Limited Shornur Road  Near Viyyur Bridge  Thrissur-22
360,Procare Hospital,Procare Hospital Karette  Vamanapuram P O  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.942625 8.51857),Procare Hospital Karette  Vamanapuram P O  Trivandrum  Thiruvananthapuram
360,Procare Hospital,Procare Hospital Karette  Vamanapuram P O  Trivandrum,Thiruvananthapuram,ANTIGEN,POINT(76.942625 8.51857),Procare Hospital Karette  Vamanapuram P O  Trivandrum  Thiruvananthapuram
361,National Scans and Diagnostic Services,National Scans and Diagnostic Services  Raffa Building  Pothencode P O  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(76.942625 8.51857),National Scans and Diagnostic Services  Raffa Building  Pothencode P O  Thiruvananthapuram  Thiruvananthapuram
361,National Scans and Diagnostic Services,National Scans and Diagnostic Services  Raffa Building  Pothencode P O  Thiruvananthapuram,Thiruvananthapuram,ANTIGEN,POINT(76.942625 8.51857),National Scans and Diagnostic Services  Raffa Building  Pothencode P O  Thiruvananthapuram  Thiruvananthapuram
362,Amala Institute Of Medical Science,Amala Institute Of Medical Science  Thrissur,Thrissur,ANTIGEN,POINT( 76.1675194 10.5617833 ),Amala Institute Of Medical Science  Thrissur
363,TM Hospital (A Unit Of Hrudaya Healthcare pvt Ltd,TM Hospital (A Unit Of Hrudaya Healthcare pvt Ltd  Chettuva  Kundaliyoor (po  Thrissur,Thrissur,ANTIGEN,POINT( 76.0503500 10.5251194 ),TM Hospital (A Unit Of Hrudaya Healthcare pvt Ltd  Chettuva  Kundaliyoor (po  Thrissur
364,Jubilee Mission Medical College & RI,Jubilee Mission Medical College & RI  Thrissur,Thrissur,ANTIGEN,POINT(76.227551 10.520328),Jubilee Mission Medical College & RI  Thrissur  Thrissur
364,Jubilee Mission Medical College & RI,Jubilee Mission Medical College & RI  Thrissur,Thrissur,ANTIGEN,POINT(76.227551 10.520328),Jubilee Mission Medical College & RI  Thrissur  Thrissur
365,St James Hospital,St James Hospital  Thrissur,Thrissur,ANTIGEN,POINT(76.3355904751317 10.31512115),St James Hospital  Thrissur  Thrissur
365,St James Hospital,St James Hospital  Thrissur,Thrissur,ANTIGEN,POINT(76.3355904751317 10.31512115),St James Hospital  Thrissur  Thrissur
366,Avitis Super Specialty Hospitals Pvt Ltd,Avitis Super Specialty Hospitals Pvt Ltd  Thrissur - Pollachi Main Road  Nemmara,Palakkad,ANTIGEN,POINT(76.5964 10.59356),Avitis Super Specialty Hospitals Pvt Ltd  Thrissur - Pollachi Main Road  Nemmara  Palakkad
366,Avitis Super Specialty Hospitals Pvt Ltd,Avitis Super Specialty Hospitals Pvt Ltd  Thrissur - Pollachi Main Road  Nemmara,Palakkad,ANTIGEN,POINT(76.5964 10.59356),Avitis Super Specialty Hospitals Pvt Ltd  Thrissur - Pollachi Main Road  Nemmara  Palakkad
367,Gem Hospital Paravattani Thrissur,Gem Hospital Paravattani Thrissur,Thrissur,ANTIGEN,POINT(76.219185 10.528434),Gem Hospital Paravattani Thrissur  Thrissur
367,Gem Hospital Paravattani Thrissur,Gem Hospital Paravattani Thrissur,Thrissur,ANTIGEN,POINT(76.219185 10.528434),Gem Hospital Paravattani Thrissur  Thrissur
368,Medicare Hospital,Medicare Hospital  CO Medall healthcare Pvt LTD  Kodungallur,Thrissur,ANTIGEN,POINT( 76.5323222 9.6026056 ),Medicare Hospital  CO Medall healthcare Pvt LTD  Kodungallur
369,Santhi Ortho Hospital,Santhi Ortho Hospital  Kodakara  Thrissur,Thrissur,ANTIGEN,POINT(76.182054 10.261234),Santhi Ortho Hospital  Kodakara  Thrissur  Thrissur
369,Santhi Ortho Hospital,Santhi Ortho Hospital  Kodakara  Thrissur,Thrissur,ANTIGEN,POINT(76.182054 10.261234),Santhi Ortho Hospital  Kodakara  Thrissur  Thrissur
370,MOTHER HOSPITAL PVT LIMITED,MOTHER HOSPITAL PVT LIMITED  PULLAZHI POST  OLARI THRISSUR,Thrissur,ANTIGEN,POINT(76.185355 10.519232),MOTHER HOSPITAL PVT LIMITED  PULLAZHI POST  OLARI THRISSUR  Thrissur
370,MOTHER HOSPITAL PVT LIMITED,MOTHER HOSPITAL PVT LIMITED  PULLAZHI POST  OLARI THRISSUR,Thrissur,ANTIGEN,POINT(76.185355 10.519232),MOTHER HOSPITAL PVT LIMITED  PULLAZHI POST  OLARI THRISSUR  Thrissur
371,Sacred Heart Mission Hospital,Sacred Heart Mission Hospital  Pullur P O  Irinjalakuda  Thrissur,Thrissur,ANTIGEN,POINT(76.247542 10.522386),Sacred Heart Mission Hospital  Pullur P O  Irinjalakuda  Thrissur  Thrissur
371,Sacred Heart Mission Hospital,Sacred Heart Mission Hospital  Pullur P O  Irinjalakuda  Thrissur,Thrissur,ANTIGEN,POINT(76.247542 10.522386),Sacred Heart Mission Hospital  Pullur P O  Irinjalakuda  Thrissur  Thrissur
372,Vivid diagnostic Centre,Vivid diagnostic Centre  Ground Floor  AVIS Building  Kodungalloor,Thrissur,ANTIGEN,POINT(76.211472 10.517013),Vivid diagnostic Centre  Ground Floor  AVIS Building  Kodungalloor  Thrissur
372,Vivid diagnostic Centre,Vivid diagnostic Centre  Ground Floor  AVIS Building  Kodungalloor,Thrissur,ANTIGEN,POINT(76.211472 10.517013),Vivid diagnostic Centre  Ground Floor  AVIS Building  Kodungalloor  Thrissur
373,SUN MEDICAL AND RESEARCH CENTRE,SUN MEDICAL AND RESEARCH CENTRE S.T. NAGAR  KANNAMKULANGARA  THRISSUR,Thrissur,ANTIGEN,POINT(76.269133 10.449388),SUN MEDICAL AND RESEARCH CENTRE S.T. NAGAR  KANNAMKULANGARA  THRISSUR  Thrissur
373,SUN MEDICAL AND RESEARCH CENTRE,SUN MEDICAL AND RESEARCH CENTRE S.T. NAGAR  KANNAMKULANGARA  THRISSUR,Thrissur,ANTIGEN,POINT(76.269133 10.449388),SUN MEDICAL AND RESEARCH CENTRE S.T. NAGAR  KANNAMKULANGARA  THRISSUR  Thrissur
374,Jeeva Specialty Laboratory,Jeeva Specialty Laboratory  Thrissur,Thrissur,ANTIGEN,POINT(76.193996 10.615304),Jeeva Specialty Laboratory  Thrissur  Thrissur
374,Jeeva Specialty Laboratory,Jeeva Specialty Laboratory  Thrissur,Thrissur,ANTIGEN,POINT(76.193996 10.615304),Jeeva Specialty Laboratory  Thrissur  Thrissur
375,Aswini Hospital,Aswini Hospital  Karunakaran Nambiar Road  Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Aswini Hospital  Karunakaran Nambiar Road  Thrissur  Thrissur
375,Aswini Hospital,Aswini Hospital  Karunakaran Nambiar Road  Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Aswini Hospital  Karunakaran Nambiar Road  Thrissur  Thrissur
376,Hayath Hospital,Hayath Hospital  Main Road  Chavakkad  Thrissur,Thrissur,ANTIGEN,POINT(76.230914 10.543462),Hayath Hospital  Main Road  Chavakkad  Thrissur  Thrissur
376,Hayath Hospital,Hayath Hospital  Main Road  Chavakkad  Thrissur,Thrissur,ANTIGEN,POINT(76.230914 10.543462),Hayath Hospital  Main Road  Chavakkad  Thrissur  Thrissur
377,Metro Healthcare,Metro Healthcare  Town Hall  Irinjalakkuda  Thrissur,Thrissur,ANTIGEN,POINT(76.20815 10.343735),Metro Healthcare  Town Hall  Irinjalakkuda  Thrissur  Thrissur
377,Metro Healthcare,Metro Healthcare  Town Hall  Irinjalakkuda  Thrissur,Thrissur,ANTIGEN,POINT(76.20815 10.343735),Metro Healthcare  Town Hall  Irinjalakkuda  Thrissur  Thrissur
378,Gurudharmam Mission Hospital Ltd,Gurudharmam Mission Hospital Ltd KK Road Mala  Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Gurudharmam Mission Hospital Ltd KK Road Mala  Thrissur  Thrissur
378,Gurudharmam Mission Hospital Ltd,Gurudharmam Mission Hospital Ltd KK Road Mala  Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),Gurudharmam Mission Hospital Ltd KK Road Mala  Thrissur  Thrissur
379,Elite Mission Hospital,Elite Mission Hospital  Koorkenchery  Thrissur,Thrissur,ANTIGEN,POINT(76.211292 10.502358),Elite Mission Hospital  Koorkenchery  Thrissur  Thrissur
379,Elite Mission Hospital,Elite Mission Hospital  Koorkenchery  Thrissur,Thrissur,ANTIGEN,POINT(76.211292 10.502358),Elite Mission Hospital  Koorkenchery  Thrissur  Thrissur
380,Bishop Alapatt Mission Hospital,Bishop Alapatt Mission Hospital  Karanchira  Kattoor P O Thrissur,Thrissur,ANTIGEN,POINT(76.247542 10.522386),Bishop Alapatt Mission Hospital  Karanchira  Kattoor P O Thrissur  Thrissur
380,Bishop Alapatt Mission Hospital,Bishop Alapatt Mission Hospital  Karanchira  Kattoor P O Thrissur,Thrissur,ANTIGEN,POINT(76.247542 10.522386),Bishop Alapatt Mission Hospital  Karanchira  Kattoor P O Thrissur  Thrissur
381,HYGEA MED LABORATORIES,HYGEA MED LABORATORIES Near Vivekodhayam School  Thiruvambady Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),HYGEA MED LABORATORIES Near Vivekodhayam School  Thiruvambady Thrissur  Thrissur
381,HYGEA MED LABORATORIES,HYGEA MED LABORATORIES Near Vivekodhayam School  Thiruvambady Thrissur,Thrissur,ANTIGEN,POINT(76.269133 10.449388),HYGEA MED LABORATORIES Near Vivekodhayam School  Thiruvambady Thrissur  Thrissur
382,St Antonys Mission Hospital,St Antonys Mission Hospital  Pazhuvil  Thrissur,Thrissur,ANTIGEN,POINT(76.1543306 10.4169818),St Antonys Mission Hospital  Pazhuvil  Thrissur  Thrissur
382,St Antonys Mission Hospital,St Antonys Mission Hospital  Pazhuvil  Thrissur,Thrissur,ANTIGEN,POINT(76.1543306 10.4169818),St Antonys Mission Hospital  Pazhuvil  Thrissur  Thrissur
383,Unity Hospital,Unity Hospital  Kanippayyur  Kunnamkulam  Thrissur,Thrissur,ANTIGEN,POINT(76.081896 10.636032),Unity Hospital  Kanippayyur  Kunnamkulam  Thrissur  Thrissur
383,Unity Hospital,Unity Hospital  Kanippayyur  Kunnamkulam  Thrissur,Thrissur,ANTIGEN,POINT(76.081896 10.636032),Unity Hospital  Kanippayyur  Kunnamkulam  Thrissur  Thrissur
